랭킹,상품명,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크
132,국내산 위생포장 한우 육회 100g 200g,6900,,1,2,1,은하수산,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=8pyKFQhma4Hj3xOlbGhraf%2F%2F%2Fw%3D%3Ds%2FpIjTqAburP3M7Wt3uS%2FYUHrhH6I8wP2W6%2Bo3srp87S%2BujfgJbNMB2WWL70VDrketsVoiu1kNHCZf5NnwgdSqkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkorFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4f9MGt9xXrp6DzEUzCzSlWGTPpLxKWQJmIEIRiCEkhsquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJSOENPWNM6lgSDBCMDDqxA5XT6OK3Eee31BeoJ02F4vfHvY%2FUzN94OzIr5wG3PfiAklLNu7LV2ojdDcw7K56mHc2lipW0lTdL4KxLPNdfpKO3N0m5bTQNwHj%2Bw3Nvb%2BLJ8ffUelo9ZPAxw410dM5hzqcbxSgWjWrUL1vTOE8%2B4pWIbJKxbTuyPhzT2rcnqK9AjDqFtNiPN2dQPtXHjfcqku3qwJbgCDZt0TDkESzTf9SbqNspTwOXpWbhUYjWheoy1soywDAJ8FHUnmA%2FrS%2FjrHB%2FkJ1ErLiSSyzREe4%2BKAwDfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=84451912445&catId=50004654
133,한우 1등급 육회(우둔) 230g,12114,43,,0,0,다하누몰,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=ufheheyhdP6fIu2Eiy6nTf%2F%2F%2Fw%3D%3DsGrLzD33F49LDfPx8na5qY5KuYlKGZSiq7IJbF86AdMk1sxCPBVdKiUWjRfkME5hB%2FyJN5MZugjgIrwF%2FqUsDj8i30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSz7Xa9VZxhQ%2Baxg1Dtdr0y%2Fn7SqmUlGulKwYnTgMlJnlg%2BkG1ToYiYrjB2KxdhUqTJfU0qMfVHNivE4M8WpMIm%2B1djhisHOM8O5u4KsBSrLaMSd%2B7s%2Ba8ectX49Mg%2FfklJf5WpJ53y%2F%2BiojEa0hY45nRz2G8jYAYz%2F6Jh3vo3aCBQOxaYEDaT2j%2Fk6ANAK0lMPoGLKKKCxJpmppEQMn6Nk0K%2B7%2BXX4SEO6Fd1XAQy3pF3wv91dNNL8HzYmA0q9QvTMmvI%2BqwPnyDghmtDpfkM47ngnxQ7ssMZd09T0OjyjIxearTBvydD1LUI3JWpCADIRbux50StfrFFTLgsKusOJhWQMCXMVBQqWOLH1bjMr10BtadsRfOs%2F2dM61fp3%2BsIrIhDozIHNnevptPDsr9HtcbS%2BliJq4KLOP6AnfcqlVf9l7ItCgZCmX4Twg2rHRKtXhP%2F6M8gv%2F2v6CHp6PF2FXeW0%2Bn1CcjQFzq0%2BxGUAOb3N4OCMYG1OnOCGM3Mi8APy9O26Di8KMS%2BiGo7JDPn2XkUnKcOyBZSqqqQ%2Fqse6AzSaakOwt4rK0kpaJOENaaQxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=17855443558&catId=50004654
134,"100% 한우암소 육회 생고기 500g (1등급 , 1+등급)",31900,5,10,4,1,오다소,3500,"국거리용, 육회용, 스테이크용",앞다리,500g,,https://cr.shopping.naver.com/adcr.nhn?x=6jJ8psZsdvGRhxTIE3RXc%2F%2F%2F%2Fw%3D%3DsyXt4X2q80p03vwhu7TYK8DjN8qhIkfuw2D0RgjvCJhG%2BujfgJbNMB2WWL70VDrkeATT%2Fb5aFhwKGg4i9O%2F%2B8LEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkorFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5NMlNLCHu6jWTxDfUnS%2FZHmxLNDkqiALHLMjK3YuQnc6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ%2FykISG%2BoerF9MVDXJNDWQp705RRrpJlEOvlyp2Lg987HvY%2FUzN94OzIr5wG3PfiA28a78%2Fg3brl6kWQvmW3STgYT5H%2Bzo0lbJeNRG4m2DyVhzAyY1IwclY4JzXE6H0M0PVoOul8SX9tD%2FrjddWc4dur9SUa1%2FdHjle%2FauYNgnqBf8fatlFS4xXNdC6o0XWDiJ7%2FxV6DR%2BigzoCtYDnUWKAq%2FCjdB4RiR9mTSMa8qYhUJoPw8fi7gyqL4XH5hLh2Y0sCGNpc%2B42x%2FGDJJs9Ty4D1VFFwopLD90TH6CZZCMrNAYR2rIuWB84Yo0VakAF5KVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=83470786749&catId=50004654
135,대구 뭉티기 우둔살 육회 육사시미 250g 600g(덩어리),19500,22,2,17,1,정한담,4000,육회용,기타,600g,,https://cr.shopping.naver.com/adcr.nhn?x=2SB%2FE2vrpbd66ojS8WD8C%2F%2F%2F%2Fw%3D%3DsSUhYI0WTl22J%2BdmA7GKd6s5v%2B5XQa5E1XlowmVC%2Ba9u%2BujfgJbNMB2WWL70VDrke3TNF3DlWZwGMAoVduCBEN0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkorFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA7IJ2QqzM9uS%2FB3LJoQiygZ87zc96dIbkA71WLYVh6V9auKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ1kU9gk4hQ6eV4T6Xh73124kDIBgJ3iDjCPyIf9FtxlldrU9gBvTOY8XVxGgpGxxddbznYJWfOw%2FgF3AvEFuNNpUwHV9KXrsvR3IVvxFr9%2FXdAkoLNBGXDTOnlVfUHGtzQfIzhPVIuRC%2F3YLYY%2FKznsWTh5HeICOXzIVmDcRqpX9gKtvBjk7o1uxoakGXWSrfbIiy5aQ01mV7jMtnStdCRUvLFssoHf1Yn%2B8MzLNbQc5IR8IS6TdzdE6LpKWq3HJakAlOKwPahCEyYd9E%2Blamjt1u6mJvcmZoQbN8mdZmSe%2BW0VaEI9C9lMN7GTeht5F%2F8RX%2FpQFSoNUfl330QCkB3g4SwcLvxUEucVmH%2BcOht40%3D&nvMid=82667351427&catId=50004654
136,소근소근 한우 1등급이상 육회 150g / 소고기 육회소스,10480,51,,0,0,11번가,3300,,,,,https://cr.shopping.naver.com/adcr.nhn?x=FgVJWTtEsRuKFiBcr7HwB%2F%2F%2F%2Fw%3D%3Ds754FB2Q%2B10FRzs9BSWzjc6LW0yWY7gMuV%2BkREZvcB0E2T%2B2I7vM1lywjaE2447yKo8bZFK0sqDunIS664aiH8tyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH12MfoByEVIL8ZK1KbamffUg8TaDtN6tgOxgWjMS7RrXR%2BWj6NVLAZzX8DAsIok2kRFVhbM%2FKXasAsePUOmizrX5zDwSo%2FglkOK9xGwOHAAi2Nkl%2BQYjs%2BznxvmDlLPfOyY6qsl%2FNQVJpIE60caxYFN3ZulNH0FJ88f7bR30ixXspCL0RZrhcY3yV8EaJ2bCjIG8bJGFVclwUgJDUYsiI5D9rXyqENDUD8omnd%2BAEOivf3Vb8LXDlJWzaxi1N0VJ6ao1sPCrmQCm7shJlyH6%2BC5LeHnG6aMcNxsMW0%2FXy9GIBtadsRfOs%2F2dM61fp3%2BsIV5qT0Dq%2FOUs4GSetqaflorbeZAv0YJ6JYi3Ijpth0EsE5LbSJvKQmMxTU05mfzyivfbeOT6oFhX3Pn6xvVHNwxp2CN41xjh5GBINoIv5Eb31aDi2dt3jCJFVo5rmNXQWo7y%2FfEY3I2EBHd6%2FHg2MxrnXWmoAOKV%2FhnvzOGqRKpN6s4O5fBBzRuKKYMTyUfqC1xnRLs5Eg%2FF4cwtK1g5ZjlxsEJJq1THvoXI4rd0Fo0xQ5fRRmfwv0y0Fg5PRV%2B73DhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=26745673730&catId=50004654
137,한우 특상 투쁠 no9 육회 육사시미 등 5종 모음,10600,8,27,4,1,DANASEE,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=1YyyAtKmeRlr4elyrbhwFf%2F%2F%2Fw%3D%3DsyLDINCLVRVoVlUxtSFj0PRjKXsccSJS5YNZ9Eg7NcqO%2BujfgJbNMB2WWL70VDrkeYtVWCMKMV8c1kzpwPOU7SkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkorFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6c%2BBGUAZvlklzUV1RidcgS9PUgHGTAdU9G1ODXsztkrquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJzNSYciYmB4erDxA%2FNgegG5r4634HdSvb0jmfC3h7Gh7HvY%2FUzN94OzIr5wG3PfiA3RSJPEv8%2FGEGO7Y5w7yfgi1ywnUOM2qkKahAQ3erjHIYFKeS5ugYk5kVp5fuN3f4gz%2F1FMeoh6WUMqxiKjfiu3bWGka08%2F1rJYJNyUHb4HbxBjNiQqgMxUfHA2Q4Xe3GmGUjfrxTi6eN6OAcqKe06RLbxS4mlC3iYkmK2Bu%2FCwFmvdLt6zS7yuEd9NlRm3VUQV%2BRNkcf%2BVFsKOaERQSjhe7J399csJwhGtfoS4VyvmkWiexp51gAj9%2F4MmLzWPsSVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=84085604113&catId=50004654
138,당일도축 한우뭉티기600g/보리소육회 300g/소스포함/BX,25440,46,,0,0,11번가,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=8zu06tX414JU6xFVr5%2FZVf%2F%2F%2Fw%3D%3DsVcWrI2A9MDTIjzIpIcNz8O1NphsPlEReogeFLpA86x2%2BujfgJbNMB2WWL70VDrkegJVtXC9b19VQPYM3OoKXH0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkoT8%2FzZHoIk0lN37lsbvmBSrbwU3Q6%2FjFe1Gs3ei7zsOyK7BH4kPl28YeuXPIkcJdRoaMFzgjL11Aj3U9QglxgvmjAGDcJCGiynvsk30oU1yU0tQrySqsU%2FOvkWhYDSI5vgW8iD32kj3w5LShnhDZbK2vqR2unsG9Pw6XBns%2FftjJmn%2B6FVZ%2Fm0w7K7lHYQAO7x0DMX8Xr%2BiHCsPueBEnNKD9Fq909LmQaG5zEhxL%2FHOhmfywSkU%2FeDdyzCAkX2I0SZ9azYiXJ4fV6ck0XB9iFl48Qeps5rWc4ruFRDFYBYjzvGZ3sTqzt%2FGClEiiSdm48%2FAcFmlNlt9FV1HXwh%2BcMIaDB2V%2FYpCIvZTKf3vMOkdzY4H09Scymap%2FwrZkAV4Iod5bT6fUJyNAXOrT7EZQA5uFN3rTVP6ACEdh0IqTpwp25PcsdixOKM84nfw%2BU7IK6NSqXnXCsssychXXDAatbuVydhCIzYj45bkEr%2Be60xpvN20HB5d3lwx1loX%2BJnTiFBq7h9PA5SrIXrcWPClBGWw%3D%3D&nvMid=32411114693&catId=50004654
139,한우 육우 도매 관공서 병원 식당 학교 납품 정육 국거리 불고기 업소용 육회 대용량,39500,,24,11,1,우마왕,3500,"불고기용, 국거리용, 구이용","앞다리, 사태, 양지, 우둔, 목심",1000g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=8qVCy%2FGhcDuOduxy9kpYcv%2F%2F%2Fw%3D%3DsPVDacaZIxT333ZfLFCkqxCSOEOifn0b%2FwujQn5AXSL6%2BujfgJbNMB2WWL70VDrkeIj17lCXyXHu0bMGGFxh5lEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkorFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6FgWy4xX1LmJLcRgqGB9xsOP8%2BqosEfPNE3d0OfBeZdquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ84y1P47wMthFvToN4Y33xlhEwqrq9V9%2BiZy6KLWHgYBdrU9gBvTOY8XVxGgpGxxdqdL3OEiiyJa5lAakxM6USTCGKZXI5hDJM%2B9PHiS%2BjOiCTTRRu%2BsfW1h1oktZArVwkmYQdds1DQeIvF1vCn3L7ywvGoEdnkE5ZX5eqymNTJw05MBZuMYBiZNl3mX7v9xB%2BB%2FqRuWop4CwEaBoYDCWRtx0h20qlDv4XOkAa6IYwpiqf46dlgnAvh1yW%2FUi5IRwuTdaKbqXkz7%2F0zF9yMZeP8WUgTEUhBFjBjDVn6ESu9QSXWGJ3yGH6k7hLqt5v%2F0np2arrNhlTf8MgBtZCrktLTQcfh%2BPCIi2U4ma%2BpsgvKqYh5lnZqEz87UV6H9Wo2pejr56yyIpViHv7lS9ekOqAEHQIiXcF4qwUXZ2sX76wW8%3D&nvMid=84316524964&catId=50004654
140,한우 암소 100% 육회 200g 1+1 총 400g,24400,6,,5,1,에브리원셰프,3500,,,,,https://cr.shopping.naver.com/adcr.nhn?x=8Ki1qZHHdx82SjjHX20vaf%2F%2F%2Fw%3D%3DsJx39M9srR9B5rY5PI5O0NvOl1X1bkx%2FIdQoycgL2mXe%2BujfgJbNMB2WWL70VDrkeoyFLlI91n7GU0e3WBMAztkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkorFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA63vY1EqM122wtKPucM87sUK%2BVxh5hrZrlt1%2BEIUEwDYKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJMHB3XOP3oB8BwVgYj%2FpP9u562mR1uz39O0uJrMovGQBdrU9gBvTOY8XVxGgpGxxdjX4owHWNNAA0tQYPrQDeh1w1nGd5kZtNaAbyDj93fJuCTTRRu%2BsfW1h1oktZArVwSpFIj4HIAqX9%2FLtEgUPXHZZE5PxukDgXeCuKc3T2x%2FyhoGJ0bEwcW6I4UndgWSFBo%2F%2B38qgx2jef%2BXKx9RWWX%2FXgR8HJ9HyQX6z0167xQsmQTC4dDzW%2Br03o09apDMsXdOdrpRQkf36BLNish37Z6qM7g7kCZm3yCBo74eQsu8tWhZ3SMHTcLlpircdRzUgq1JIslBmdxaTx7xO1%2BPPoWw%3D%3D&nvMid=83341478705&catId=50004654
141,[파머스미트] 무료배송 한우 육회 200g 1등급이상+소스제공,16900,69,,16,1,파머스미트,0,육회용,"우둔, 설도, 기타",200g,,https://cr.shopping.naver.com/adcr.nhn?x=XgsZM4FxLAVC5gyLCMmSx%2F%2F%2F%2Fw%3D%3Ds2zuwC0fzrcg50Cl%2FzhhSUgMxr4TD201D16SXcUwI9IO%2BujfgJbNMB2WWL70VDrkemhFdOZiuG3dKXtj5fWQvZ0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkorFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6LK7f55GkxSgHrTWFHQVEyqo2t7GYLZjMT2N1es%2BODg6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJINYEYnx0oMOCj%2F6JKOyOyZSGxBO6vQ2%2FFSNgcqqoUsJdrU9gBvTOY8XVxGgpGxxdxENklm4FG7gLKPtztFvPOcJM81cnOVSyIXWX0s6dCSlGL0CCwKLxmJqiOQm0JbWcoYVDjpNr5Mg806%2BieWAEj2BGakLWMYSiftHaU737toCjCv5KWh0qORXOT4lfS1gnnJlbeVu85rMfS5IFOFvYIKPhs1xwDS1BuDDP0%2FMXlpPpM3NHr81G%2FSN3Kd7y7jUygzUb0tf1WAqr5EvujEvKWquoYom%2FaC9gtw98pokzv53591ET7U3kZ1AdMyxpGt0W6M4FKAkPWZEj9lkI4WBUoAN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=83166038615&catId=50004654
142,한우 1등급이상 육회 200g - 다함고기집 한우 1등급이상 육회,10920,31,,0,0,티몬,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=SsyEpztIV4uH%2BoVl4kN07P%2F%2F%2Fw%3D%3Ds9elwzelli9c2kB0TYu38QwuAdKbi6d4plTqYQVtR1aC%2BujfgJbNMB2WWL70VDrkeBMU9OLvGh1B3PSP638KpiUgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXko7ria1rd%2B7QRcUQ7TABIqIEshNE%2FWN2jxqM10BVn%2B%2Bv6h1Fmk%2Fr8fVlXaMt1ara5NPvjV4h6Vvugs5PmfKZ1UzL7Kdc5DhehkeETZ2x0p6ihVXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv6v9QgZAkGnB04W1qdxmO3MjwInZmpN4asA%2F%2FHIwcGJd8oX0wm1Kkm%2Bv3vJO4TfchIcda%2BYZkA1RtZtDUXbfoRCMHn7BDBNaqXNmoKbAeTMvtMersMa9zY0HgpBb%2BlTic%2BkK5GBakrTzs0GU%2BmoYg1f1X2JPv%2FJzq4VTZ5q6ckhbMxzErb8Lb5Ej9iUkBj6pG%2F7fTFHqetR8yrMo3dTaT%2BI8YyayA2PdokANI9TYQH6Z4io0Zrqm4MlQVwnN603%2Bs%2BYQsU7TtARBhTKL6TvT1FN5zhifQrUKaUlMHq01Cmmgx7kIF9PJMFFM7aORbf8UPtdUpF7z8QhS%2FTv6G3BE5FQNUJgJp6CUXauCvW7Y5AjN&nvMid=25850569126&catId=50004654
143,국내산 2등급 우둔살 육우 육회 선별 우둔살 육회 300g,9900,9,,10,1,파루상점,4000,육회용,우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=JOh%2F26CBSHqfhZgkekwmgf%2F%2F%2Fw%3D%3Dsd0yDOpIG9%2FFdxMiMQbEJYyqgFT3ohcsFYa%2B%2F%2BIHDFsC%2BujfgJbNMB2WWL70VDrkesNrjFfgC4AwclQHwdNiah0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkorFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4iI1zj9osGD8rnfhNuAKPcSmW%2BYvfZ8jlFuz2w%2FUWziKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJQmzR9UXlrfCzC5yG4OXf%2F4M%2B47YoDWtrSDcCAPcqRSldrU9gBvTOY8XVxGgpGxxd2wi%2FKk93Ef6lxW1z70dTuzUR5KnZDTHP5vyinxY8r43Dnt0uKHVO1aXgRVqiCvnWj%2BYHAlA69P5Ww531XXCm%2FC4EkBSvF0DFhWg4EmX0p50yI7o0A2Ga2eYw%2BLDC0O3tPAkQ%2FkiDAjoihN0aRyoakjxjJrIDY92iQA0j1NhAfpkURnOJ09Zq%2BAeGnpKBcu71q%2B1QG9%2BhKxA%2B8QzplZRlOnhTV5LVAzbS3uJT%2BJfDh415z2yxzJ4qYwLoLC4xxdUVwAEMYPgV%2FciCVB3N7HALN4VsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=84232687850&catId=50004654
144,마장동 직송 1++ 투뿔 한우 육회 육사시미 200g 술안주 반찬 당일작업,19800,,1,2,1,화려한우,0,육회용,"기타, 우둔",200g,1++등급,https://cr.shopping.naver.com/adcr.nhn?x=nNtBLAxsanHcP%2Bal71IVjP%2F%2F%2Fw%3D%3DsiPlIT4vHNTZPr4jJ1TeaBPTu1Q9nXlc6BOeTQWpl29O%2BujfgJbNMB2WWL70VDrketpYWBeM1Yvty4%2F%2BJgACHCkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkorFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5cSX84m7jzWwVMSNDo%2BaHdkbr4V9KJxclb2Xz0g3mTq6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ%2FsoDS%2BkwX%2BOlggFIGeuydbe1yCiMzmOloVx5MWVb5PPHvY%2FUzN94OzIr5wG3PfiAkqsRJh175G9%2F8fGQH8dlEr2LrDWIZ3FAiW6xlll4eSC0AWqOlq0qzYKyoMF%2BFK42KbrisVC%2B%2BF3HVRkxGnS50EVkkfT2zHD9AQwGLhxPEefDCF2fUVf6iMIcxQEihTDHhsqr3kfMiLwysRB3cvqCyjWh5s8esFo%2BsDJES4kmbCYoBADA%2BrQTD50UZPWSs%2FViyXxErClBp1dXEVggs9aNn4OuAKV6RXG1Is03XJLviBdPZlHW7qTseMQ01OeuatoQ96nvV4S95Q9VFTMNYmvHIev2hk6AKv8avDViV%2Bdy2hDHICEQpPL7Rm%2B2fyhjEhHR&nvMid=84517471067&catId=50004654
145,[대구 명물] 한우 우둔살 육회 소스 포함 300g 150g,25900,50,27,60,1,와룡시장 황현두,3500,육회용,우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=%2B5bYPDcoT2XH0ei9Vkwvtf%2F%2F%2Fw%3D%3DsBCfvOaM9ju56queum7uK%2FDfr9w3tmZS8Z6WMinQYznU2T%2B2I7vM1lywjaE2447yKiu07KqnsrnM%2Bz0W1YXGT4tyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH12MfoByEVIL8ZK1KbamffUg8TaDtN6tgOxgWjMS7RrXR%2BWj6NVLAZzX8DAsIok2kjvdxTOdl%2BW8h3PetdP%2FDt7rkDLpImMNOj7Pjv27q9835FHjBKJdI1n%2F24rTMXwoY7lALcoafE4sUwWAMXIg9Nt4an%2FzTqhVRN5HiEzJvDPKk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdCk%2B8lv3e%2Fk3Tt0lbgymcH18JNCEOxVk3GDY2WIwOLanAbWnbEXzrP9nTOtX6d%2FrCHg7Y4PygS01y3cY1ILL49enxgbDD2XfIgcXRF0QcUNbnzCewZMuAh%2FQSQFEMjSHTR%2BGzZAJwiXUUunMq%2FZWgTEDYa078MKvJit5PoRMtNgESsltQnbVjHifIdlxqDA3lDS9TECIQE%2BCDencQFHX1xTpsEGh0Yb%2B2JLdPR14WCQDD%2B1GzYyCQAVsDO6ulMSblk3XF0ade0IE6VXv9yDrdD8c2qe6RWpgUQbuuX6%2FTqtaAmarDrg0wTs6rgDBkrJ0VYVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=82896064331&catId=50004654
146,육회+소스,29000,16,,0,0,설로인,3500,,,,,https://cr.shopping.naver.com/adcr.nhn?x=agOl5lek6Lgh9YWNWtuJov%2F%2F%2Fw%3D%3DsyCcJiQARvFi%2B16OtXUVAP%2BqA7ltBvF7cAGlMUiN8m3q%2BujfgJbNMB2WWL70VDrkeZ2zUG09bOH9wLyDWzQFjGkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkoTMe5BFs4TBu%2B6FVEfFFFBPdyMr8JSgLVn3IbLI%2F%2FPtJTcxjdoBba9Jgw80PaGxmXgW8iD32kj3w5LShnhDZbK2vqR2unsG9Pw6XBns%2FftjJmn%2B6FVZ%2Fm0w7K7lHYQAO7rQsECSjYsz7GZ7dc74l6rkHCWy1m6ucIrx8P4I2GtkrBPSJYs0%2FYfWcNrWY78BcNS22gQFLZKvYDRzrePZdL%2FvsKqdnJufMTfuvZrPcfb1hkT%2F4mqv4ymhSoKyWRpa5%2BYIhx%2FzTfYytrzycVIQmfeUv32WVjdHIR4joHcBl2tFfL07boOLwoxL6IajskM%2BfZdZg%2ByCTMASL73wnqmL%2FdnDDjyVnaaY%2B3G1R6ChJUgjPHICEQpPL7Rm%2B2fyhjEhHR&nvMid=33624193537&catId=50004654
147,국내산 한우 소고기 육회 200g 1~2인분,6900,14,,0,0,은하씨마켓,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=d%2Fk8o8YtUdYEt00ng3Azkv%2F%2F%2Fw%3D%3DsIILqlrjGKpZeamP7dEI4%2B8iv5xvypTuADW01GUtmwxdsoqKTQtz6LHzPlpXEHwF0cKkUBHl357e5LZ8w9nE9wsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSz7Xa9VZxhQ%2Baxg1Dtdr0y%2Fn7SqmUlGulKwYnTgMlJnlg%2BkG1ToYiYrjB2KxdhUqT7iVNE0Y%2BhOviaetRvgTJIcr4v3oNfOfvuC8g296QzR4sl2kaSXIS%2Fhxo%2Bdv6scH6HZR9%2FqRfDiFsENA5qDEXOfL5iZ5Ee2Vd%2BfHtG0kGUi9dfDp9PuDk%2B%2BnTF9dtYLGeB7P9jx5KZr1oy9qstZx7m9Z4QapKIztTQjUoJiuxlhDe9%2FixAnveswT0PzM2IIC0Xa1PYAb0zmPF1cRoKRscXa%2B%2BiZCabPh6Qu1RhFLWpFUMVQD%2FIfrrzIBnyN36ggvxw57dLih1TtWl4EVaogr51nxwvSJ4oisiBYE6738Z8JbOB7UIv7XmxW8dLR8ZQ57zPG%2F2AsOFZnsavMCiHykLQWCIcf8032Mra88nFSEJn3ljPAvlZoUHq8W2RA1ESb1mjwYpjw2cDrbWY3K8FHJWfWwSpeMkwMDAp9AJu7pCQMStoCxrt7FMbuh%2FQpoCg2sbzY6of2Xpggjm6A4Z8HgJhg%3D%3D&nvMid=33720152674&catId=50004654
