랭킹,상품명,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크
161,한우 다짐육 500g 다진소고기 민찌 냉동 볶음 국거리,14900,,,0,0,옥션,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=jwAIoTCUx2Swp2tFg8OHhv%2F%2F%2Fw%3D%3DsD83M0yD3bhEbfbX%2FVeyz2N%2BkvySIJznMfDfGmV2XdF8w0b%2FX32UjGonFLbhHu5mUiLl8MMk40CuAI%2B1e6bZXvoo9tT1%2FhzSJ1Q9DHa5TQYnDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjpFKvZlN87Tv2NPKhMg3rFcJlOcxGaFN%2BtcB6XHTWm0vvV%2B2EEhx5Wcz7nBXumX%2BYMNHgaylo8oOLD%2BoSlOgwQ0CHQNNLjv%2FUbY4TLZErh46zvYw1UnDgs%2FPW7tZkI3DunXQse560EMrAUc%2B%2BWQZY2DeGp%2F806oVUTeR4hMybwzypOr9sPYwajBkeE07IGGkJ5SCPsmGKllbt0kl8XIxCXTc1w88fzfWYQY3xr2WRUkDhqQvwmR%2FqlT0jQuNbOPrwnE7j2NETTiRkU06RNzcMIoy%2BJRS2ZflNC5vB4FFJshGigGBemETu%2BNK9UUea2j36zPWWCdDidqIT6AhWSzyKOYq3iFyArA3%2Bg0cH%2BINRflvR5w7Ps0AvQQiHfBhxVRkVExvNzmYNtChE%2FTtUkFBOel8RPbwWQWwGdgo3KkhXVVNzwZ62XFyIgQFL2o6D4KAbqvtUBvfoSsQPvEM6ZWUZTq7YzUdrqY1%2FowDc1GtevP%2BYXb6KRUho28C7BIqubYea29TZjqEQTAbFzUBl8432wvhVEAf6wwM5tqtSh0bB5Hx&nvMid=30992525142&catId=50004654
162,한우 다짐육 500g 다진소고기 민찌 냉동 볶음 국거리,14900,,,1,1,주식회사 한마당,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=YxEglyRbEQheFsDyL6vQTP%2F%2F%2Fw%3D%3DsOpRjS1xXyK3X%2FmGR3NtuU6hYZADmVggiTszhbkN%2BHrj%2Bohq90wKPLRDvr94SKjzE8ou6o7rz%2FrwxOy9rYx9NS3d0B8vlsuUh0sJeouWK2AqAbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPqRQ6JIEj5F77EFG7CJ460uFMtL1jGK0oGzhrgx9JJNCtUiso%2BvVCjH4sYdR05G4kcVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0N0Kr5Sj%2BZ9lE%2FSagm6%2Bsf0Bg1bwUqDyCRdjOJQZPgXfaAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FS0WgXzxGKS%2Fur0hqdwQG6SJeA1FsjuIgVtcQJRkcuI7IvqsuIvkWBzuDvD5f3gldLqs7oad0zbbHNQWVD1trHJ2Mu61t4DaYNzFeBsrv6k7q7p7ps8OKGZH7ptjiy5IgN%2FzSgLQ8x45EnnkWM276qAYCMZcQfnuZanqcD9P5o5oj%2FQQmIyTOBWWX7bQxUoetDzFSStlrnuEjorE7MYb1BHxnfamjBxpFfEdnyyE%2FDhHOepa4Qgb6eoZbiQ%2Bpyp11orIKoLmN%2FoHEozEIdoeTmEeVzDZ%2F2bscvX1kdlNYQxIEIY4M471gi0s%2F64Pymk6mlaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=83861698778&catId=50004654
163,한우 다짐육 500g 다진소고기 민찌 냉동 볶음 국거리,14900,,,0,0,G마켓,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=5pgG4TRbyKNun7hqb1Xi6%2F%2F%2F%2Fw%3D%3DsiEV8q3JpGscXcln2jvm%2BO6hbJbGPeSaAytxl%2BlQs6YMw0b%2FX32UjGonFLbhHu5mU5tza4c6nxNuPOsK18qGcay32RJK5FKsSq490W4w3GurDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjsxo9HV7Ji1F%2FGqYvpLJSTPOyorgQQahbut1qjJIiZWbsUi4Sh5PgpB13QLCPBr6wRwjWpYvNgLjiG0HhNz8r7ZTHG9e0sA%2FeBePoi%2BFlBkWgwUqMVXes84r51yPNjqiOu8qUP4ELLl%2B7ouBdW%2BdmrJ4jNQWI8Uabai%2Fcsqo0VSys1nua%2Bd3ff14%2FXRqhyekbAo7lL8wYUgY%2BpulvHIv%2Bmm%2BynXOQ4XoZHhE2dsdKeooVV3pn6Znl%2B9MAtsEE%2BZ8ouacYsA2T1ONC2M4R1%2F3Eb%2BDfr%2B%2B4Jv1rlv0K1UmiGIyv9OAQbFvoz00Z8EOdVfO2Quw2BiOhVKS2SX2wcm%2BZsINh%2F2MAQ8ngw%2Bfjqe7yVdPTQo%2F03GwtwWH6I9COgStKJzcaodyNbREq8FnOT7RNaJKWSXkEviG6TXJ%2Bg%2BPUxCsTQ1nl0CLHdj5YWpM1pYgeDMOj2pFkbxlXgDq%2FaMqJmcoBADA%2BrQTD50UZPWSs%2FVibIIyEUy%2FEmIzrCkEXWSQwIOuAKV6RXG1Is03XJLviBeWGBf4%2BWAh%2FZ2%2B8C%2BscjyufKkbr62yYXsry2iJBK3EnF%2FbVaKUuyK0%2FRCaoB4hIadB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=30992634194&catId=50004654
164,한우 다짐육 500g 다진소고기 민찌 냉동 볶음 국거리,13560,,,0,0,인터파크,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=FFMCyuf2DqxRnCo8q7k9K%2F%2F%2F%2Fw%3D%3Ds8FrYRphg0Zc9KMgAh9qljTwQ5WjQhn5guf4mQiAKAdEO8f7WZJMbj2ACN%2BoCKYnA0kdv6oFGInv0ySe3n4VhL%2BZG1LAuFfaTIgtsJhTmPLRD4P%2Bj2CVvS6QkrpszyaIo6sGkobrHOLjdQ9PfNparAM1mCwLB2hZ3Tv%2BR72eNCMQ%2Bs%2FOFYylYk3kHBoau02G32%2BvdBUitScOms0EQ0n%2Bh0W%2Fzlkaggylryt0IEowRYKPgv6Uqdx%2BQ4rufvoPK93htktCmGTJDpzNIPcOpN%2ByhufdRuc2OT5WAlDTtOV3EpecSWyQF6JuVJ%2FL24hKHyTd5q4pZA3hvtay1NdVGnhX93YrHsbeStsmJBfOvK7DA6onnzd8HqC8bEbF8YOzkOS6Ur%2FhJXfYTR4kkl1k3%2BEDVbwhZMZeIq0%2Fr1unUsCoZOWT6VDDtuRuNGEhLH5dURwL8E9JMp9OmOGanBFKVRV8nxFvY7%2BxmoC2rPZKZ6%2F19qVU6GXhfKgjKz0e5CA2ZPTcOq3TMKj5jWanRApoSAwAaPN5e1GdJXEkBKJbCOTAPhtoeJB%2FvyjcL375BciVVrGdP9oXGGEt6bWpnjQJsETXvXfJjSkocKwK%2BtzSY01tDkOiPBimPDZwOttZjcrwUclZ9BR%2FEPsHnKs2Ld%2FJDCla%2ByLgchH%2FiZuvex%2F6N23UuWybNjqh%2FZemCCOboDhnweAmG&nvMid=30993280895&catId=50004654
165,한우 다짐육 500g 다진소고기 민찌 냉동 볶음 국거리,13120,,,1,0,11번가,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=NgZeEFOxd8L8osStUGtyVP%2F%2F%2Fw%3D%3Ds9yxTn1zADc5edYMfEFrOw4msuKZX5J9C8JqEOpaBoy4w0b%2FX32UjGonFLbhHu5mUT%2B8mYZkszt4cobBeDOnkAGvJ%2B6%2F3F9KH%2FoZN0hxIFYfDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjsxo9HV7Ji1F%2FGqYvpLJSTPOyorgQQahbut1qjJIiZWbmmTDj5dhvZZ3IiMTf31tpH9jBvQF78L7i7pnL4F1ZjMNaLo85e6Ha77aQ4Q%2Fp7sSCq3iKqLj%2BRWT3kLVMX8TXXMD%2FoTj1EpCpALVx%2Fqa7fGkgOu54A44Zak4MpAVvcoa2jb8aLBAi2gEvoFaSnpHu6sJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8a5W%2FNvc1PEVx%2F0c8SV5wmFFb8VjHtTNsZPEfPkCQ%2FZrKRyvq%2BfDUs63OSxYfmA1XnnKp%2B%2Bl8nTktlgKPketddS4pZFqcXVORjl8AAgLqYRlvFL3QsB76exRtcjCJ5eA1FNv0C2ChqGqVOroc9ZvPkNkA8Ifk6EjC%2Fzzt4T%2Byg1ywKIEeAT3wHiN%2B1BV6bxZKZd2dGX%2FoUNJqS%2B5y5TwD%2FIytJx8eSct5Lp7%2BSyl6mizrJdwmHUmeo%2BNKJ7PKnlZBy9O26Di8KMS%2BiGo7JDPn2aRYHzRX3WG95hFz%2F53shBOftxFEnEbm7%2FotxWZ6dMQ0xyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=30993604845&catId=50004654
166,한우 다짐육 500g 다진소고기 민찌 냉동 볶음 국거리,14900,,,0,0,옥션,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=NFSO%2FuBLGirfWznofM%2BzPv%2F%2F%2Fw%3D%3DsOxYjHRfm3l7gkSdokLyzucDLKs7yc%2FrRbNxbqTJFsugw0b%2FX32UjGonFLbhHu5mUkPyjMyC0uCKRczs6SYM0eNixfrrSiJzBp4TIHlZm4EHDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjsxo9HV7Ji1F%2FGqYvpLJSTPOyorgQQahbut1qjJIiZWbdlhsOA3rAeQfGtx%2BI1jQucNHgaylo8oOLD%2BoSlOgwQ0CHQNNLjv%2FUbY4TLZErh46Yy6oq1mwv4c8UVQ%2BB6E%2Bpg8WcIBlPisCxukvk76nqu%2FeGp%2F806oVUTeR4hMybwzypOr9sPYwajBkeE07IGGkJ5SCPsmGKllbt0kl8XIxCXSq5RHHQ3fynICmr%2FKL%2FA64hqQvwmR%2FqlT0jQuNbOPrwnE7j2NETTiRkU06RNzcMIraMeG18ZSqAvupUinTKvQWigGBemETu%2BNK9UUea2j36zPWWCdDidqIT6AhWSzyKOYq3iFyArA3%2Bg0cH%2BINRflvR5w7Ps0AvQQiHfBhxVRkVExvNzmYNtChE%2FTtUkFBOel8RPbwWQWwGdgo3KkhXVVN75CkiDc7sABPz4gNgjJoKavtUBvfoSsQPvEM6ZWUZTo660wQfF9hvrz7DYydRd7CYXb6KRUho28C7BIqubYea29TZjqEQTAbFzUBl8432wvhVEAf6wwM5tqtSh0bB5Hx&nvMid=30993539355&catId=50004654
167,영천축협 영천별빛한우 다짐육500g / 1+등급,33850,,,0,0,G마켓,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=O%2Fq6ZBE3zeqY%2Fqzi7a%2F8Wv%2F%2F%2Fw%3D%3Ds%2BwywHCkHZgS33OvFVCVVpF%2FwVhU5twC4V3bFP%2FcH53oO8f7WZJMbj2ACN%2BoCKYnAd8uT%2BG%2BXHeaW5VXPfKyivk%2B7oXDuwCAD2kc9RZ5o1rdD4P%2Bj2CVvS6QkrpszyaIo6sGkobrHOLjdQ9PfNparAM1mCwLB2hZ3Tv%2BR72eNCMQ%2Bs%2FOFYylYk3kHBoau02G32%2BvdBUitScOms0EQ0n%2Bh0cV6HwITeVPVOSVRDIZtOWWdIbdg5PXKlFU91qOXSFwnv%2BAePeu%2BxITwBkakeNtb%2Bqug0ZEuAZ2mVyMWMb6BENIRXSuSFDEQdHgxNscdAr3T0Hxjofaj3zIgfNFYK703OiYsKS12genBVQk6MeonrECBNBDlRb1U%2BhsaUcy9909Vy%2F6MHZ6u%2F5n6uuzlUc6JNEuUiTS4CHUtVxQrWeRhExiOUeMPkWcEOAY5IUPFnWCrwMx0CUgUNbgVg9Nx2W9RQyL6rLiL5Fgc7g7w%2BX94JXQ3RT486TO93SJFyvfj%2BjbfFCJLeTNMiIpdd72TMnUFR5M2Fwu7wOB10KjsmdF%2FF0NwP22shoGbGKKQliWNzYSakgdXlCWzijPIoomABIYOY0pgHv1cv8HaDqsGG0DUvYKAP4uwjtEF3DRiWDClwuconQVyZU%2F8CYa%2FElzE8UGTb48GKY8NnA621mNyvBRyVn3L9mXstW8DMF5Oc%2BUHyC%2B0uByEf%2BJm697H%2Fo3bdS5bJs2OqH9l6YII5ugOGfB4CYY%3D&nvMid=30979942687&catId=50004654
168,[영천축협]영천별빛한우 다짐육500g / 1+등급,36400,,,0,0,공영쇼핑,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=c7v0X%2BqydM4WG%2BDhgHoi2f%2F%2F%2Fw%3D%3DsQUnhp4ia9laZrSfWe2%2Bzk5pV%2FbnzDir2qb7CYNgHmagw0b%2FX32UjGonFLbhHu5mUlClGREwRwFJWOGROwdoXyJGkprVRipH2GYWIepW%2FWELDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjsxo9HV7Ji1F%2FGqYvpLJSTPOyorgQQahbut1qjJIiZWbmmTDj5dhvZZ3IiMTf31tpJ5JI3UsMfBBtQt7AQHE%2BK5I5%2Fi9I7GRvbK1R3EQDBfW62owySy0koiVqPMUnqoN5o4eB7PAqHTXwxIPq%2B45sBsWBNdvx5HqInMLunIR4JOnjwgFRxcE%2FdkQd7I%2FSO%2FOrejVrasOUzb1Wo3%2BM0Kz%2BKLqL8FkGvbp%2F3Riv%2BW3BXyXw6ZjbtkbN7RD61dGUzg7G1qsmhWtsS26cBgiQoajA6qtc5KuMIRPKNuuxsYHxU4o0ToSf5muSKwJwfkguxux9Lah7cGubaGUSRn%2F8XmwDhKsvLp2W%2BvoUkt1kAxykapDzfNVo1KcSVSazeZg7M%2BAabDrx9kus4BiJiqBe%2FQ9IY9n24O2mngJhGiXOEYxajVtdUdsT0KldJUAtHz5R%2FDzOsk%2BPmNgPijdJEH6Gc4YGOsUaOZKKA69uAKK%2Fx9mAV59LLUkCRJxONmU51LrOa19IcvTtug4vCjEvohqOyQz59kxTRLI%2B0%2BzPGExMUM0dKkzn7cRRJxG5u%2F6LcVmenTENMcgIRCk8vtGb7Z%2FKGMSEdE%3D&nvMid=30978881714&catId=50004654
169,영천축협 영천별빛한우 다짐육500g / 1+등급,33860,,,0,0,옥션,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=Xdd0lv8iOlBCznDsw2wGrv%2F%2F%2Fw%3D%3DsUMG7APMeb5y9f1Pl9qIipaHYsGdplvwD%2B%2FKNH1uf%2BR8w0b%2FX32UjGonFLbhHu5mUdJ929wV90WFEqMeUU%2F%2BQuE5%2BWCgfmzBWeWmZgQeww%2FHDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjsxo9HV7Ji1F%2FGqYvpLJSTPOyorgQQahbut1qjJIiZWbdlhsOA3rAeQfGtx%2BI1jQucNHgaylo8oOLD%2BoSlOgwQ0CHQNNLjv%2FUbY4TLZErh46wb%2Fdi3HkS%2FyaafpgFyPsukdn1IxUIy9Wi1KMPoOCT87eGp%2F806oVUTeR4hMybwzypOr9sPYwajBkeE07IGGkJ5SCPsmGKllbt0kl8XIxCXReIEzfrI3Azee%2FvxNLLLC%2BhqQvwmR%2FqlT0jQuNbOPrwnE7j2NETTiRkU06RNzcMIpSSb7dJ5ULY4FdcgeRowHsleRUHy%2BqOO7ZtCMoH2tntMzt6tDknx5csbD3AZpNqaY9WNdg%2B3MTvR7%2FIw9WqqZuiiJRRc0YA2JTzPsHOz5ABRJ6vcZ4bFaeb1F57i2IomTscvpIkWEbNyoejlV6sq3aHpbrn6kRjtN8rGIP%2FadT6fRIGVX7BjxO8bcivB1FFQBihAgXW0lSAeFjQxG7gqBj3y2zzmhbPzcLFzCJ8mdjeR0cjwVm1BUYVknE7IEMpz4%3D&nvMid=30980367000&catId=50004654
170,2등급이상 한우다짐육 300g,25080,,,0,0,G마켓,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=9nybgHL2P3KBllnU3QgXk%2F%2F%2F%2Fw%3D%3DsnQhl6mIedKxmVYNYd6TceSswSBcw0CZZUGDP88VyKGEO8f7WZJMbj2ACN%2BoCKYnALaydlflSyNI6FGEtG0cPBSlL%2FUBRw1bFKIJaQyaQbkND4P%2Bj2CVvS6QkrpszyaIo6sGkobrHOLjdQ9PfNparAM1mCwLB2hZ3Tv%2BR72eNCMQ%2Bs%2FOFYylYk3kHBoau02G32%2BvdBUitScOms0EQ0n%2Bh0cV6HwITeVPVOSVRDIZtOWWdIbdg5PXKlFU91qOXSFwnv%2BAePeu%2BxITwBkakeNtb%2Bqug0ZEuAZ2mVyMWMb6BENLVO%2B251fYSYvjviC3TmEme0Hxjofaj3zIgfNFYK703OiYsKS12genBVQk6MeonrECBNBDlRb1U%2BhsaUcy9909Vy%2F6MHZ6u%2F5n6uuzlUc6JNEuUiTS4CHUtVxQrWeRhExhN%2FimzdLCiIpg4PgWKtoexbqAwipiMHBIT8%2Bt9f9pL%2BSL6rLiL5Fgc7g7w%2BX94JXTvYlJMxMe04wvg5wfAy0KxYQCrgcRIT5E5m8rphx8rGi10poHtgbsOz4fsIpg7tC%2FR3EM20d0Too9MCVJkozx3FSYL7oSeUCFZiebre7iDOW%2B1HtQtygy60nuBztjXWKaVyfcArxJyXf2E4WrTYjDlkGdXzv7hQM%2BrENRmZnAtMml9Rahb%2Fa7TiGljtcGrD2DfLbPOaFs%2FNwsXMInyZ2N5HRyPBWbUFRhWScTsgQynPg%3D%3D&nvMid=30946796832&catId=50004654
171,2등급이상 한우다짐육 300g,25090,,,0,0,옥션,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=JCjLVOzGgSL2oPhXUt7pf%2F%2F%2F%2Fw%3D%3DskrkwYuhl1bJw5yGKYcblGQFjrhexEd49evbQGe8nUVr%2Bohq90wKPLRDvr94SKjzEuRpoaEqDSSuzIXg9G7GzSt3BxprnXpgd9HtrBNLYkd2AbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPrh0m15yxrbs%2FkDXzaBeDkpmfMcy1%2F3L64UxOPfmhJ%2BdRhvTqpi%2B%2BEqkahYei9F%2BFqTpxbfoHADdec3ikk1uWQJ0tcNCFPkWS7FzyCZSjkIJVde7npoiT2WH0VUF1ufBf5XQzNGBmEt2CJ2wiksxrhKCRXNFH%2Fkhk%2FmJntSv%2FnkpEIZJB1yuP5kkcuYnGBP9uzpd86pHlJx7vjzO60Cyzyl4LN9FUK7bjvzzgF94Ho0Ff5S5ycDGuwbfEdv1A6kKwuvEZLV7momiE%2FtkyiESxCWhdK3pMMJhANsZlkzQd9IN7LgyxAxjlJmS9OY6d8oiR4fJk9OesvrsTRgrKSK2TmcydPqSRgL7c2CYpH%2BASH8CBfR%2FWlmRaXDayWhm1WyGwV5BqymRzhcMUcv9hIXAByfL07boOLwoxL6IajskM%2BfZnSHdphT2ZOg%2B798JHH7PtR1E3weXE0wG5MZvDe4B53rHICEQpPL7Rm%2B2fyhjEhHR&nvMid=30946564444&catId=50004654
172,대한한우 2등급이상 한우다짐육 300g,25630,,,0,0,인터파크,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=RlVhMNWXIYqTGv9cDeqzBv%2F%2F%2Fw%3D%3Ds5b2a5dFxPJChNKS%2Fx3spV5FEg5FYrLgO2GGA3ogNCyv%2Bohq90wKPLRDvr94SKjzEwzKAWRd2g9r7dRPxuBWsxwpmFrHxrzDU5wEcu%2B5oGoOAbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPrh0m15yxrbs%2FkDXzaBeDkpmfMcy1%2F3L64UxOPfmhJ%2BdR6qw0oyfxNATnE2MiipX0I41FVW4KFopfFaQ9bivvWhqzBXWPbtXf%2Bl9pVE572w%2BLyo3BQGZiuVJ2V3cOzhnTQbos2EpnaXQLC5jNlb7RvnSf4Tt711cL2CTGAYRoVBCQ%2BD%2Fo9glb0ukJK6bM8miKArsK1DNlYuW6vX8WB7j4SneKwZDGfGjTELsT4aLOLlq91PXrdutH6VQdoAk92Y%2F8wG1p2xF86z%2FZ0zrV%2Bnf6wgChLlAHHKfhzK7t6b0nUGeAy%2Fq4HUiCKBCG3Yn6nQVWg33ipLZNs9TOOB5B6H60CtOq1NxyMlJ7kMlKvnTx9I6LvVkv6EyKYJxJ3HvSTVVrc1ifGSjheEADpnQR1C32HB879t7F6LZGeX5TpY3tq5RwpHdgqUP2oYCXqBf0e9k7p6w82sJyVxaREoN1B2HP1HG8SluEFKZgAHU49MExSuyA35CyMrpXQUt3%2FJvHupy5s1ITc7NlRPvorKrNyQBKaY%3D&nvMid=30945990696&catId=50004654
173,대한한우 2등급이상 한우다짐육 300g,26100,,,0,0,롯데ON,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=%2FkzpYUODybuVjPVXOmCtcv%2F%2F%2Fw%3D%3DsLL%2FuMl%2Favq7ziDe2NWiv72txQ7XeZ2LRQuWD5d%2BNu3Uw0b%2FX32UjGonFLbhHu5mU9pAHCDOKQvYcrebeXohx0WoZYDewTKmuglGEtZdpzo7DpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjsxo9HV7Ji1F%2FGqYvpLJSTPOyorgQQahbut1qjJIiZWbmmTDj5dhvZZ3IiMTf31tpEuRuCra0V6kWdISE25kd8H1lrgK0azm6XqHS%2ByqGcqg6HkEYoVbaLgrW8e7xbUVm8uAIKZeCLsPCVwz29Wbt1WuXNRXHbGHJ%2BuXJQ%2FQ13V6ypPajD6yKnwusQqEpnlTc5S1yd62COp7ZloUf5Z0DGS%2BRSsulxzuZh91kr9PDkB2hB1pXGiXaQEu4aitXWXUa%2FziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUGhhxqD7BKStDp3vGXVP1aUgWQtCraYNVGlj9oIjw1M7HvY%2FUzN94OzIr5wG3PfiACWJYGvhTk2FP0xLewC4k93VZrZFvXuCHAxks4XcJ00MZPm1Qmlbrd9RkFfEQ7%2BD8If76VadNQwNvj%2FTgWXcPqGRYhh2FTzRS2qf%2BYyOmjvLW6K5wTTd6jI5aPDlIHJ9gyOvt0QvWfcArIr5KFUUhf%2FYxF6YZOT3axj1rmb%2Fab8LL07boOLwoxL6IajskM%2BfZHMH7zZOowIrzL2GIxbqNGB1E3weXE0wG5MZvDe4B53rHICEQpPL7Rm%2B2fyhjEhHR&nvMid=30946063877&catId=50004654
174,생생한우 다짐육 500g,31800,,,5,1,푸드체인,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=TnYlTyMo9y9KjTUnorXDWP%2F%2F%2Fw%3D%3Ds4wS4iUSUVM0Ac3zOSOukvQzsV0VCV0%2BAPZ2BuQ4abccw0b%2FX32UjGonFLbhHu5mU%2Fu6jmczg6yBRVM4j4BrDXOG2JsavtSPm9%2BxMeF%2FQDH7DpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjsxo9HV7Ji1F%2FGqYvpLJSTPOyorgQQahbut1qjJIiZWbmmTDj5dhvZZ3IiMTf31tpES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOQ%2BZZNFj9Sbvx2vDhSH%2FJweovwWQa9un%2FdGK%2F5bcFfJfDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqlH0LY6YAXrRMl%2BDy044GKfj2%2BStB9CbgARrJrq3GfONr3hl1ddtdDEIo6lYANZaAz3m1YGfs3Ll8rXAYqXpAt8GVJjQOIMS03m13YAnzFDQ8180JZ91jnd5KiKx%2FCT1zlYAkfYa8QXzIutPQwTnUexBvaiPdc02juxcjHGnRKshZZvqcbJPZQliWU9dQTZu%2BqvtUBvfoSsQPvEM6ZWUZTo24P8%2Fv94uP3lqtnOsYhAc4gAJeXGUkFYb%2FsptQhD8VI6NB3zR2GZF%2BG7Sw9S900PLVWGr8fvvH1mWvUgXPK6j&nvMid=83836554626&catId=50004654
175,[육의정] 1+등급 한우 다짐육 300G[],17800,,,0,0,우체국쇼핑,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=18YLGLIWZgd%2Bgc9uvoLCWP%2F%2F%2Fw%3D%3Dsva3y78m6bZdytEZuvOR8%2BuyC0XkmdD%2B7IGPYW62i6Z7%2Bohq90wKPLRDvr94SKjzEHIf%2FsWQrq%2FIFWgXAlBZ%2B%2BkeJcUmqysBdh24t0UbvCtKAbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPrh0m15yxrbs%2FkDXzaBeDkpmfMcy1%2F3L64UxOPfmhJ%2BdlZMrvr5UcYwoZYJOa7CyoXBWLkgORqZLKiUQXiiZJIaACoHrKFP5jSDDYCWLBX9GDL08uw9QG1z3iEOSXN6rsmSXXz2%2Br3LLxNdi8OFaOsnmCWHIN1klWw8Wa4F0DX5LVNnXWpETTADlYi%2F7N3SwMUnlt%2BhU63x3ZXD%2F17lOfCJkCQQG%2B20l1Ynlwl9hksM7mpmio5ahL5hv7ni93oaG0I96Rn0jT7V1fdT9MVWbl9eBbyIPfaSPfDktKGeENlsra%2BpHa6ewb0%2FDpcGez9%2B2Mmaf7oVVn%2BbTDsruUdhAA7umSTm3EcayniqeJPX%2BCol%2FvJgO59PYREdV05H4HKvWD27tBp13kN8U1N7XipzPrgr0qzHa78ZQkJcV7Gjd7pyKaTYxdDVin%2Bj6V%2FHONb1GLkeI1rRWPeppeW6r2P2AzMqrunumzw4oZkfum2OLLkiAENRNsetEIDyROYoaVNU5Eg76SW%2FVK%2FaW9PMhhS%2Bi1Vx1tjGRyUxVyjj0lawtzSbyg2CchZ69vjVEfkH%2FAuV9if60W0zp4qVsAXVhU3k2OJqOjQd80dhmRfhu0sPUvdNDy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=30896425861&catId=50004654
176,[LYVLY] 한우 다짐육 2등급 200g,8900,,,0,0,농협LYVLY,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=Y%2BN6p53nVhum7%2B4uxEFJrP%2F%2F%2Fw%3D%3DsKvujxmcyJ9tqESJxzPtGpjRLGFrTt%2FayKAzCyvVEfVEw0b%2FX32UjGonFLbhHu5mUXblvrq8SyKaxeOaNYBPySE5XmYlApFdIDgj%2FrEox0J%2FDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjsxo9HV7Ji1F%2FGqYvpLJSTPOyorgQQahbut1qjJIiZWbdaZ2HdNK1idjIwEGoRk0kofDGaqZk9cn3vQV3egDCxmNMl1Xp4buzoN%2FPQc0Gr4Nsr7ikf8VBrtV0oie5Pzl2IoGuNSrpvu5tJR6DCBP4sEVhnqViWHCTzYPTVW8PvL2X44FSaRt6MWRXImSQm8ku6AXO4Ih5W4KTex6PCOqHNhCzkNKDhaOev7L4LJaYIX19%2FHOlqpZtzsJjKeJ8NLGCoJFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27ZC%2BSXUxwyLUckntucAABtYRjN6y3MOjHV%2B4jXOoe6%2FK7KgaQvGBEQqM82Re%2FkqGFwT0iWLNP2H1nDa1mO%2FAXDTTXOnsRuGuj9mTgN91hZv8TMAdzVnjWBQbEpEmUoSu4T4DWKmP%2Bx4yv2A4U53RGkeqkNOiJtL64uUJ%2FUR%2BMbbEoBADA%2BrQTD50UZPWSs%2FVibQcVG3jPn0%2Fl5h72vsLxcsvTtug4vCjEvohqOyQz59mu09FnokojHmDoOCmDXBLTHUTfB5cTTAbkxm8N7gHnescgIRCk8vtGb7Z%2FKGMSEdE%3D&nvMid=30891335063&catId=50004654
