상품번호,랭킹,상품명,옵션,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크
5604876835,64,(주)성진한우 대구 생고기 뭉티기 뭉텅이 육사시미 우둔살 육회 고기 육회용고기 오드레기,오드레기(150g/소스증정) (-4460원),8500,82,60,21,1,성진한우.성진고기마트,3500,육회용,"우둔, 기타",200g,,https://cr.shopping.naver.com/adcr.nhn?x=C7iBdVY96VDDyEKiHWTqeP%2F%2F%2Fw%3D%3Ds7LcKUtuXati2kvezMVf2kq8CPLyfoP3k1r4PE0yFqAc1sxCPBVdKiUWjRfkME5hBQv5Xmkh0KycgCGzydkdf88i30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpWz7xxTAEln1ImthzlEeLLcMGXcuTJDhKJfiLKW87hKuKsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8B9kRPmtLw72HQcls9N%2BKPPWvL7N135HdTiEhxEPjgMBXfqiCwBtPYYwEdSt6i2JAas%2FDi31gw4rCsbYuH9Y46gp%2Bzu6Yo6G3LO6hP2oVgCX3t4OR1voOLkVmrzFKv8XWGVWdisV4N%2FyRssPxCaaQoikenNGXPTVwOryWVchYhbD96oP2iE3UUymiYloI7dujsralrNalMfdvRAjP6BMiWYSDYsuOoQgpQXP8FEpC%2FEMrPCTKfSOSZx1qoCsrz6jcT8vtTgRlFHkIeUb56AtYEHV5hSVXle4puCx8G1qPxi8eWeHrglETEuE6hCs3R%2Fadq%2B1QG9%2BhKxA%2B8QzplZRlOtik2qiTmJoyb%2FeWGTNdNCCel9SnE%2FJb7RifW3HOPvI2wcC2OIVKaDDvLDioK7%2BRKQ4SwcLvxUEucVmH%2BcOht40%3D&nvMid=83149373336&catId=50004654
5604876835,64,(주)성진한우 대구 생고기 뭉티기 뭉텅이 육사시미 우둔살 육회 고기 육회용고기 오드레기,오드레기+차돌박이(150g+150g/소스증정) (+6940원),19900,82,60,21,1,성진한우.성진고기마트,3500,육회용,"우둔, 기타",200g,,https://cr.shopping.naver.com/adcr.nhn?x=C7iBdVY96VDDyEKiHWTqeP%2F%2F%2Fw%3D%3Ds7LcKUtuXati2kvezMVf2kq8CPLyfoP3k1r4PE0yFqAc1sxCPBVdKiUWjRfkME5hBQv5Xmkh0KycgCGzydkdf88i30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpWz7xxTAEln1ImthzlEeLLcMGXcuTJDhKJfiLKW87hKuKsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8B9kRPmtLw72HQcls9N%2BKPPWvL7N135HdTiEhxEPjgMBXfqiCwBtPYYwEdSt6i2JAas%2FDi31gw4rCsbYuH9Y46gp%2Bzu6Yo6G3LO6hP2oVgCX3t4OR1voOLkVmrzFKv8XWGVWdisV4N%2FyRssPxCaaQoikenNGXPTVwOryWVchYhbD96oP2iE3UUymiYloI7dujsralrNalMfdvRAjP6BMiWYSDYsuOoQgpQXP8FEpC%2FEMrPCTKfSOSZx1qoCsrz6jcT8vtTgRlFHkIeUb56AtYEHV5hSVXle4puCx8G1qPxi8eWeHrglETEuE6hCs3R%2Fadq%2B1QG9%2BhKxA%2B8QzplZRlOtik2qiTmJoyb%2FeWGTNdNCCel9SnE%2FJb7RifW3HOPvI2wcC2OIVKaDDvLDioK7%2BRKQ4SwcLvxUEucVmH%2BcOht40%3D&nvMid=83149373336&catId=50004654
5604876835,64,(주)성진한우 대구 생고기 뭉티기 뭉텅이 육사시미 우둔살 육회 고기 육회용고기 오드레기,육회+육사시미(200g+200g/소스증정) (+10960원),23920,82,60,21,1,성진한우.성진고기마트,3500,육회용,"우둔, 기타",200g,,https://cr.shopping.naver.com/adcr.nhn?x=C7iBdVY96VDDyEKiHWTqeP%2F%2F%2Fw%3D%3Ds7LcKUtuXati2kvezMVf2kq8CPLyfoP3k1r4PE0yFqAc1sxCPBVdKiUWjRfkME5hBQv5Xmkh0KycgCGzydkdf88i30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpWz7xxTAEln1ImthzlEeLLcMGXcuTJDhKJfiLKW87hKuKsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8B9kRPmtLw72HQcls9N%2BKPPWvL7N135HdTiEhxEPjgMBXfqiCwBtPYYwEdSt6i2JAas%2FDi31gw4rCsbYuH9Y46gp%2Bzu6Yo6G3LO6hP2oVgCX3t4OR1voOLkVmrzFKv8XWGVWdisV4N%2FyRssPxCaaQoikenNGXPTVwOryWVchYhbD96oP2iE3UUymiYloI7dujsralrNalMfdvRAjP6BMiWYSDYsuOoQgpQXP8FEpC%2FEMrPCTKfSOSZx1qoCsrz6jcT8vtTgRlFHkIeUb56AtYEHV5hSVXle4puCx8G1qPxi8eWeHrglETEuE6hCs3R%2Fadq%2B1QG9%2BhKxA%2B8QzplZRlOtik2qiTmJoyb%2FeWGTNdNCCel9SnE%2FJb7RifW3HOPvI2wcC2OIVKaDDvLDioK7%2BRKQ4SwcLvxUEucVmH%2BcOht40%3D&nvMid=83149373336&catId=50004654
,65,육회/육사시미/홍천한우마을,없음,24900,262,,1,0,11번가,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=KIHZsuQsz231llVeMwI%2BCP%2F%2F%2Fw%3D%3Dsz7toVgHmLWi%2FOQ1gxHhrSTjGx2j%2BiC9BzWcRFOYUDlOYkD8ZYz66GhTmfSZ9sCVdRkTfcujdFKzCOllzphecZt9%2BKy%2Fm0d%2BgYWHtEf61Jo4hrX7i8ROREiNblWok2%2BM4raJaF6MwCEM2v1hO14Ecw0gBNRu4f2c9l5QVASOXDSrILBYitD3m3tdqcT9XjVpqj4hDK2tWqW0YHVP7Z%2FrLHdugMwOz8i0f27tEe%2BhU9iAk7x9MAURemQeu0zGOwP0vvTSszx0bZp1OQQpHKoX1ULWWlyDa9MaYBNgCSf0yDPXVr9HATlop%2F%2FinrmCAHgx0%2FOIq6qLqW%2BXB7aAhUB%2FZQCVdN3LpKf%2FbKuiZi7z1XJRDbJT5BQ8XgQk%2FCd9BM4nMikSpzZeya1Muly2TTXf6ocpHK%2Br58NSzrc5LFh%2BYDVdTHXsh%2FkZptdRadTCvepMCw0QxBPbD%2BU0xcExLqUmA3lMCMdH8sdULmqpQU%2BzYXD6v4y3TR8x0fygaX3VOMLONxn7kiAPyamfIO%2B6KlZROuc%2Ff2acgWXYkeQI8%2Falyw6uCP7S8Hstct%2BPwRetIkTKUjwYpjw2cDrbWY3K8FHJWfbaKUebXhsDsDNWfPy3qrswhUGHTsAA6t1zYNzl5%2Ffj0aGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=4154936258&catId=50004654
6943499018,67,새벽도축 초신선 대구 뭉티기 한우 육사시미 육회 뭉텅이,한우 뭉티기 200g,11900,1,2,3,1,다공샵,3500,육회용,우둔,200g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=6ti4jYqKEYtxhSRaJp7NUP%2F%2F%2Fw%3D%3Ds4P6shzSQwlW1%2BBuFc8Gu3khv4MGR9rbUWEfDMfkg5N2%2BujfgJbNMB2WWL70VDrkeTfqs1C2TaLat%2FXmBw5dgSEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA72HkT%2FgviYC9ga%2BP0ehgQ3OvhgyshWyirxu3C5IzRvFKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJIJH0KQV6X2q9Bx9O9yT%2BQn7cZAHrdmPdTqKAiV74VYBdrU9gBvTOY8XVxGgpGxxd25EKfIM8p1XNNI%2Ff5lKJbaevkNv98qJkjewNCU1GSa3EPwhcSZkze%2Bq3E44bVbHUYimz7I3O%2BnKtZ4TQTYtY1PQUG032dJAk7v%2FL8wkTj%2BtN50CDGBVBqtBPv3hsQSUT4lwPhG2PhqrxdaY7ru4XdiLDjC%2BteOwM0vljYGztNRpRtvPjQZ00fVjD5mmY%2F3SDbCAhD%2BXdaCvoymY2zwAThuybHo5m90PcGcslT4A4qCKFPcgbFRFiwke1Zf6DixKiz3%2BJpyY2O8ihXda4wSMrlVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=84487999340&catId=50004654
6943499018,67,새벽도축 초신선 대구 뭉티기 한우 육사시미 육회 뭉텅이,한우 뭉티기 400g (+11000원),22900,1,2,3,1,다공샵,3500,육회용,우둔,200g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=6ti4jYqKEYtxhSRaJp7NUP%2F%2F%2Fw%3D%3Ds4P6shzSQwlW1%2BBuFc8Gu3khv4MGR9rbUWEfDMfkg5N2%2BujfgJbNMB2WWL70VDrkeTfqs1C2TaLat%2FXmBw5dgSEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA72HkT%2FgviYC9ga%2BP0ehgQ3OvhgyshWyirxu3C5IzRvFKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJIJH0KQV6X2q9Bx9O9yT%2BQn7cZAHrdmPdTqKAiV74VYBdrU9gBvTOY8XVxGgpGxxd25EKfIM8p1XNNI%2Ff5lKJbaevkNv98qJkjewNCU1GSa3EPwhcSZkze%2Bq3E44bVbHUYimz7I3O%2BnKtZ4TQTYtY1PQUG032dJAk7v%2FL8wkTj%2BtN50CDGBVBqtBPv3hsQSUT4lwPhG2PhqrxdaY7ru4XdiLDjC%2BteOwM0vljYGztNRpRtvPjQZ00fVjD5mmY%2F3SDbCAhD%2BXdaCvoymY2zwAThuybHo5m90PcGcslT4A4qCKFPcgbFRFiwke1Zf6DixKiz3%2BJpyY2O8ihXda4wSMrlVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=84487999340&catId=50004654
6943499018,67,새벽도축 초신선 대구 뭉티기 한우 육사시미 육회 뭉텅이,한우 뭉티기 600g (+22700원),34600,1,2,3,1,다공샵,3500,육회용,우둔,200g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=6ti4jYqKEYtxhSRaJp7NUP%2F%2F%2Fw%3D%3Ds4P6shzSQwlW1%2BBuFc8Gu3khv4MGR9rbUWEfDMfkg5N2%2BujfgJbNMB2WWL70VDrkeTfqs1C2TaLat%2FXmBw5dgSEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA72HkT%2FgviYC9ga%2BP0ehgQ3OvhgyshWyirxu3C5IzRvFKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJIJH0KQV6X2q9Bx9O9yT%2BQn7cZAHrdmPdTqKAiV74VYBdrU9gBvTOY8XVxGgpGxxd25EKfIM8p1XNNI%2Ff5lKJbaevkNv98qJkjewNCU1GSa3EPwhcSZkze%2Bq3E44bVbHUYimz7I3O%2BnKtZ4TQTYtY1PQUG032dJAk7v%2FL8wkTj%2BtN50CDGBVBqtBPv3hsQSUT4lwPhG2PhqrxdaY7ru4XdiLDjC%2BteOwM0vljYGztNRpRtvPjQZ00fVjD5mmY%2F3SDbCAhD%2BXdaCvoymY2zwAThuybHo5m90PcGcslT4A4qCKFPcgbFRFiwke1Zf6DixKiz3%2BJpyY2O8ihXda4wSMrlVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=84487999340&catId=50004654
6943499018,67,새벽도축 초신선 대구 뭉티기 한우 육사시미 육회 뭉텅이,한우 육회 200g (-1000원),10900,1,2,3,1,다공샵,3500,육회용,우둔,200g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=6ti4jYqKEYtxhSRaJp7NUP%2F%2F%2Fw%3D%3Ds4P6shzSQwlW1%2BBuFc8Gu3khv4MGR9rbUWEfDMfkg5N2%2BujfgJbNMB2WWL70VDrkeTfqs1C2TaLat%2FXmBw5dgSEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA72HkT%2FgviYC9ga%2BP0ehgQ3OvhgyshWyirxu3C5IzRvFKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJIJH0KQV6X2q9Bx9O9yT%2BQn7cZAHrdmPdTqKAiV74VYBdrU9gBvTOY8XVxGgpGxxd25EKfIM8p1XNNI%2Ff5lKJbaevkNv98qJkjewNCU1GSa3EPwhcSZkze%2Bq3E44bVbHUYimz7I3O%2BnKtZ4TQTYtY1PQUG032dJAk7v%2FL8wkTj%2BtN50CDGBVBqtBPv3hsQSUT4lwPhG2PhqrxdaY7ru4XdiLDjC%2BteOwM0vljYGztNRpRtvPjQZ00fVjD5mmY%2F3SDbCAhD%2BXdaCvoymY2zwAThuybHo5m90PcGcslT4A4qCKFPcgbFRFiwke1Zf6DixKiz3%2BJpyY2O8ihXda4wSMrlVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=84487999340&catId=50004654
6943499018,67,새벽도축 초신선 대구 뭉티기 한우 육사시미 육회 뭉텅이,한우 육회 400g (+9400원),21300,1,2,3,1,다공샵,3500,육회용,우둔,200g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=6ti4jYqKEYtxhSRaJp7NUP%2F%2F%2Fw%3D%3Ds4P6shzSQwlW1%2BBuFc8Gu3khv4MGR9rbUWEfDMfkg5N2%2BujfgJbNMB2WWL70VDrkeTfqs1C2TaLat%2FXmBw5dgSEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA72HkT%2FgviYC9ga%2BP0ehgQ3OvhgyshWyirxu3C5IzRvFKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJIJH0KQV6X2q9Bx9O9yT%2BQn7cZAHrdmPdTqKAiV74VYBdrU9gBvTOY8XVxGgpGxxd25EKfIM8p1XNNI%2Ff5lKJbaevkNv98qJkjewNCU1GSa3EPwhcSZkze%2Bq3E44bVbHUYimz7I3O%2BnKtZ4TQTYtY1PQUG032dJAk7v%2FL8wkTj%2BtN50CDGBVBqtBPv3hsQSUT4lwPhG2PhqrxdaY7ru4XdiLDjC%2BteOwM0vljYGztNRpRtvPjQZ00fVjD5mmY%2F3SDbCAhD%2BXdaCvoymY2zwAThuybHo5m90PcGcslT4A4qCKFPcgbFRFiwke1Zf6DixKiz3%2BJpyY2O8ihXda4wSMrlVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=84487999340&catId=50004654
6943499018,67,새벽도축 초신선 대구 뭉티기 한우 육사시미 육회 뭉텅이,한우 육회 600g (+20000원),31900,1,2,3,1,다공샵,3500,육회용,우둔,200g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=6ti4jYqKEYtxhSRaJp7NUP%2F%2F%2Fw%3D%3Ds4P6shzSQwlW1%2BBuFc8Gu3khv4MGR9rbUWEfDMfkg5N2%2BujfgJbNMB2WWL70VDrkeTfqs1C2TaLat%2FXmBw5dgSEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA72HkT%2FgviYC9ga%2BP0ehgQ3OvhgyshWyirxu3C5IzRvFKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJIJH0KQV6X2q9Bx9O9yT%2BQn7cZAHrdmPdTqKAiV74VYBdrU9gBvTOY8XVxGgpGxxd25EKfIM8p1XNNI%2Ff5lKJbaevkNv98qJkjewNCU1GSa3EPwhcSZkze%2Bq3E44bVbHUYimz7I3O%2BnKtZ4TQTYtY1PQUG032dJAk7v%2FL8wkTj%2BtN50CDGBVBqtBPv3hsQSUT4lwPhG2PhqrxdaY7ru4XdiLDjC%2BteOwM0vljYGztNRpRtvPjQZ00fVjD5mmY%2F3SDbCAhD%2BXdaCvoymY2zwAThuybHo5m90PcGcslT4A4qCKFPcgbFRFiwke1Zf6DixKiz3%2BJpyY2O8ihXda4wSMrlVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=84487999340&catId=50004654
6943499018,67,새벽도축 초신선 대구 뭉티기 한우 육사시미 육회 뭉텅이,뭉티기 200g+육회 200g (1-2인분) (+13100원),25000,1,2,3,1,다공샵,3500,육회용,우둔,200g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=6ti4jYqKEYtxhSRaJp7NUP%2F%2F%2Fw%3D%3Ds4P6shzSQwlW1%2BBuFc8Gu3khv4MGR9rbUWEfDMfkg5N2%2BujfgJbNMB2WWL70VDrkeTfqs1C2TaLat%2FXmBw5dgSEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA72HkT%2FgviYC9ga%2BP0ehgQ3OvhgyshWyirxu3C5IzRvFKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJIJH0KQV6X2q9Bx9O9yT%2BQn7cZAHrdmPdTqKAiV74VYBdrU9gBvTOY8XVxGgpGxxd25EKfIM8p1XNNI%2Ff5lKJbaevkNv98qJkjewNCU1GSa3EPwhcSZkze%2Bq3E44bVbHUYimz7I3O%2BnKtZ4TQTYtY1PQUG032dJAk7v%2FL8wkTj%2BtN50CDGBVBqtBPv3hsQSUT4lwPhG2PhqrxdaY7ru4XdiLDjC%2BteOwM0vljYGztNRpRtvPjQZ00fVjD5mmY%2F3SDbCAhD%2BXdaCvoymY2zwAThuybHo5m90PcGcslT4A4qCKFPcgbFRFiwke1Zf6DixKiz3%2BJpyY2O8ihXda4wSMrlVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=84487999340&catId=50004654
6943499018,67,새벽도축 초신선 대구 뭉티기 한우 육사시미 육회 뭉텅이,뭉티기 400g+육회 400g (3-4인분) (+34100원),46000,1,2,3,1,다공샵,3500,육회용,우둔,200g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=6ti4jYqKEYtxhSRaJp7NUP%2F%2F%2Fw%3D%3Ds4P6shzSQwlW1%2BBuFc8Gu3khv4MGR9rbUWEfDMfkg5N2%2BujfgJbNMB2WWL70VDrkeTfqs1C2TaLat%2FXmBw5dgSEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA72HkT%2FgviYC9ga%2BP0ehgQ3OvhgyshWyirxu3C5IzRvFKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJIJH0KQV6X2q9Bx9O9yT%2BQn7cZAHrdmPdTqKAiV74VYBdrU9gBvTOY8XVxGgpGxxd25EKfIM8p1XNNI%2Ff5lKJbaevkNv98qJkjewNCU1GSa3EPwhcSZkze%2Bq3E44bVbHUYimz7I3O%2BnKtZ4TQTYtY1PQUG032dJAk7v%2FL8wkTj%2BtN50CDGBVBqtBPv3hsQSUT4lwPhG2PhqrxdaY7ru4XdiLDjC%2BteOwM0vljYGztNRpRtvPjQZ00fVjD5mmY%2F3SDbCAhD%2BXdaCvoymY2zwAThuybHo5m90PcGcslT4A4qCKFPcgbFRFiwke1Zf6DixKiz3%2BJpyY2O8ihXda4wSMrlVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=84487999340&catId=50004654
6943499018,67,새벽도축 초신선 대구 뭉티기 한우 육사시미 육회 뭉텅이,뭉티기 600g+육회 600g (5-6인분) (+55000원),66900,1,2,3,1,다공샵,3500,육회용,우둔,200g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=6ti4jYqKEYtxhSRaJp7NUP%2F%2F%2Fw%3D%3Ds4P6shzSQwlW1%2BBuFc8Gu3khv4MGR9rbUWEfDMfkg5N2%2BujfgJbNMB2WWL70VDrkeTfqs1C2TaLat%2FXmBw5dgSEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA72HkT%2FgviYC9ga%2BP0ehgQ3OvhgyshWyirxu3C5IzRvFKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJIJH0KQV6X2q9Bx9O9yT%2BQn7cZAHrdmPdTqKAiV74VYBdrU9gBvTOY8XVxGgpGxxd25EKfIM8p1XNNI%2Ff5lKJbaevkNv98qJkjewNCU1GSa3EPwhcSZkze%2Bq3E44bVbHUYimz7I3O%2BnKtZ4TQTYtY1PQUG032dJAk7v%2FL8wkTj%2BtN50CDGBVBqtBPv3hsQSUT4lwPhG2PhqrxdaY7ru4XdiLDjC%2BteOwM0vljYGztNRpRtvPjQZ00fVjD5mmY%2F3SDbCAhD%2BXdaCvoymY2zwAThuybHo5m90PcGcslT4A4qCKFPcgbFRFiwke1Zf6DixKiz3%2BJpyY2O8ihXda4wSMrlVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=84487999340&catId=50004654
5305003766,68,뭉티기 육사시미 한우 대구 뭉태기 250g 600g 육회고기 육회용 거세소 장흥 마장동,한우 육사시미 250g,14900,77,63,38,1,싼재네마켓,4000,육회용,우둔,250g,,https://cr.shopping.naver.com/adcr.nhn?x=NOLFn8pp2y6WqyJZznoZb%2F%2F%2F%2Fw%3D%3DspOBI%2BxPmpNaswDxCgsT1PS3Fd3qVIyv5nIuST549Gz6%2BujfgJbNMB2WWL70VDrkeEMF7mcgFKTgOlr6H65wen0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6dRZ1%2FDP5zkreGwRUM%2B4fXrSuzRnXBqKcYOby0gdwpCauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJfi4MlyKPvWKpPt9XXuZYadW9VTdWHevquXAgKFNH06zHvY%2FUzN94OzIr5wG3PfiAw%2FmmivzW0orGRozNuRekoUxVfIVo224o5SM6PfMjsq1OlVi7l1aWrZRcNBIsbPHACCgSwj6igYOrNs2a500HM0hKXQuGd7j3TR0Z80ZqWdQt1OooFHsLLgzq%2BV8rXFYu3wEUhSMSU05Ng%2FEzHiPVO3A6cGqXcXYF%2FAcKlNDXEuPOFXh3tUUMBcEtZ4c6axd%2FJAebfgUnGUNUy7vG1Fir1YlSAN%2FI7X5XyNvEH3FPUFR8wHHRy3%2FEdW0%2F6it%2F4a3I5oB1MvnY3mADa4Qqf1rTWa4qoB7uMJl%2BSNZvOelwZNPIEp%2FN1Qu7GvqQaSnJXGgrxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=82849496213&catId=50004654
5305003766,68,뭉티기 육사시미 한우 대구 뭉태기 250g 600g 육회고기 육회용 거세소 장흥 마장동,한우 육사시미 600g,14900,77,63,38,1,싼재네마켓,4000,육회용,우둔,250g,,https://cr.shopping.naver.com/adcr.nhn?x=NOLFn8pp2y6WqyJZznoZb%2F%2F%2F%2Fw%3D%3DspOBI%2BxPmpNaswDxCgsT1PS3Fd3qVIyv5nIuST549Gz6%2BujfgJbNMB2WWL70VDrkeEMF7mcgFKTgOlr6H65wen0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6dRZ1%2FDP5zkreGwRUM%2B4fXrSuzRnXBqKcYOby0gdwpCauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJfi4MlyKPvWKpPt9XXuZYadW9VTdWHevquXAgKFNH06zHvY%2FUzN94OzIr5wG3PfiAw%2FmmivzW0orGRozNuRekoUxVfIVo224o5SM6PfMjsq1OlVi7l1aWrZRcNBIsbPHACCgSwj6igYOrNs2a500HM0hKXQuGd7j3TR0Z80ZqWdQt1OooFHsLLgzq%2BV8rXFYu3wEUhSMSU05Ng%2FEzHiPVO3A6cGqXcXYF%2FAcKlNDXEuPOFXh3tUUMBcEtZ4c6axd%2FJAebfgUnGUNUy7vG1Fir1YlSAN%2FI7X5XyNvEH3FPUFR8wHHRy3%2FEdW0%2F6it%2F4a3I5oB1MvnY3mADa4Qqf1rTWa4qoB7uMJl%2BSNZvOelwZNPIEp%2FN1Qu7GvqQaSnJXGgrxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=82849496213&catId=50004654
